Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres)
71075,2019,7,11,0.7,-3.6,25.2
71075,2019,7,12,1.3,-3.3,39.2
71075,2019,7,13,-1.1,-5.3,60.2
71075,2019,7,14,-0.6,-6,11
71075,2019,7,15,2.4,-4,21
71075,2019,7,16,2.8,-2.3,0
71075,2019,7,17,0,-1.8,0.2
71075,2019,7,18,2.4,-2,9.6
71075,2019,7,19,4.8,-3.3,0
71075,2019,7,20,6,-3.7,0
71075,2019,7,21,4,-1.7,0
71075,2019,7,22,4.5,0.6,0.2
71075,2019,7,23,2.8,-0.5,0
71075,2019,7,24,2.3,-3,27.8
71075,2019,7,25,8.3,-6.9,0
71075,2019,7,26,6,-0.7,0
71075,2019,7,27,2.1,-2,0
71075,2019,7,28,3,-2.3,0
71075,2019,7,29,2.2,-0.6,2.6
71075,2019,7,30,6,-7.7,2
71075,2019,7,31,7.5,-7.3,0
71075,2019,8,1,5.9,-5.9,0
71075,2019,8,2,7.4,-6.8,0
71075,2019,8,3,7.8,-2.8,0
71075,2019,8,4,5.7,-7.5,0
71075,2019,8,5,4.5,-6,0
71075,2019,8,6,5.4,-4.7,0
71075,2019,8,7,3.2,-1.8,0
71075,2019,8,8,-0.2,-1.4,13.6
71075,2019,8,9,-2.7,-3.9,52.4
71075,2019,8,10,-3.3,-6.1,25.2
71075,2019,8,11,0,-5.7,16.2
71075,2019,8,12,2.5,-5.6,1.4
71075,2019,8,13,3.9,-5.6,0
71075,2019,8,14,4.6,-8.3,0
71075,2019,8,15,3.9,-5.2,0
71075,2019,8,16,3.5,-1.5,0
71075,2019,8,17,6.5,-3.8,8
71075,2019,8,18,7.7,-1,0
71075,2019,8,19,-1.5,-4.8,30.6
71075,2019,8,20,1.1,-4.5,12
71075,2019,8,21,2.1,-2.3,16
71075,2019,8,22,4.3,-1.8,16
71075,2019,8,23,7.6,-7,0
71075,2019,8,24,3.4,-0.8,0
71075,2019,8,25,4.5,0.1,0.2
71075,2019,8,26,5.3,-4.8,0
71075,2019,8,27,6.7,-7,0
71075,2019,8,28,1.6,-5.8,0
71075,2019,8,29,-0.2,-5.5,2.2
71075,2019,8,30,4.5,-12,2.2
71075,2019,8,31,8.7,-7.3,0
71075,2019,9,1,5.4,-5.4,0
71075,2019,9,2,8.3,-2.7,3.6
71075,2019,9,3,8.9,1.2,0
71075,2019,9,4,5.9,1.9,0
71075,2019,9,5,9.4,2,0
71075,2019,9,6,8.1,1.7,4
71075,2019,9,7,-1.3,-3,34.8
71075,2019,9,8,-0.3,-3.9,18.2
71075,2019,9,9,3.4,-4.7,7.2
71075,2019,9,10,7.6,-5.4,0
71075,2019,9,11,11.7,-6,0
71075,2019,9,12,8.4,-0.4,0
71075,2019,9,13,8.7,0.4,0.2
71075,2019,9,14,8.9,0.2,0
71075,2019,9,15,8.7,2.5,0
71075,2019,9,16,5.6,3.9,6
71075,2019,9,17,2.6,-7.1,33.6
71075,2019,9,18,8.8,-6.8,0.6
71075,2019,9,19,13.1,-0.6,0
71075,2019,9,20,11.8,2.8,0
71075,2019,9,21,9.1,6.9,0
71075,2019,9,22,3.2,0,36.2
71075,2019,9,23,0.6,-1.9,1
71075,2019,9,24,3.7,-2.8,4
71075,2019,9,25,7.4,-7,0
71075,2019,9,26,10.5,-1.8,0
71075,2019,9,27,6.9,-1.3,0
71075,2019,9,28,9.7,-3,0
71075,2019,9,29,8.3,-2.9,0
71075,2019,9,30,9.6,-5.1,0
71075,2020,6,1,0.8,0.6,6.2
71075,2020,6,2,4.8,-3.7,8.8
71075,2020,6,3,3.8,-1.7,0
71075,2020,6,4,8.6,-4,0
71075,2020,6,5,8.4,-5.1,0
71075,2020,6,6,5.8,-5.7,0
71075,2020,6,7,5.7,-7.7,0
71075,2020,6,8,10.1,-9.1,0
71075,2020,6,9,7.5,-6.6,0
71075,2020,6,10,6.8,-3.5,0
71075,2020,6,11,7,-1.7,0
71075,2020,6,12,8.3,-3.5,0
71075,2020,6,13,7,-2.7,0
71075,2020,6,14,1.6,0.1,42
71075,2020,6,15,3.8,-1.5,9.8
71075,2020,6,16,3.9,1.3,8.8
71075,2020,6,17,7.8,-2.4,2.6
71075,2020,6,18,6.7,-3.2,0
71075,2020,6,19,5,-3.9,0
71075,2020,6,20,4.7,2.8,9.4
71075,2020,6,21,0.2,-0.7,48.2
71075,2020,6,22,-0.5,-5.1,6.6
71075,2020,6,23,2.3,-2.7,3.4
71075,2020,6,24,5.5,-1.4,0.4
71075,2020,6,25,1.8,-1.1,0.2
71075,2020,6,26,4.6,-2,0.2
71075,2020,6,27,3.8,-6.5,0
71075,2020,6,28,5.5,-8,0
71075,2020,6,29,6,-6.8,0
71075,2020,6,30,3,-3.9,0
71075,2020,7,1,5.5,-1.1,1.4
71075,2020,7,2,0.6,0.5,25.4
71075,2020,7,3,-1.4,-2.6,8.4
71075,2020,7,4,1.1,-5.9,12.6
71075,2020,7,5,5.2,-3.5,0
71075,2020,7,6,6.7,-6.5,0
71075,2020,7,7,5.4,-5.3,0
71075,2020,7,8,4.6,-7.2,0
71075,2020,7,9,8,-5.5,0
71075,2020,7,10,3.9,-4.6,0
71075,2020,7,11,4.7,-1.7,0
71075,2020,7,12,0.3,-2.6,0.8
71075,2020,7,13,0.9,-2,75.2
71075,2020,7,14,1.2,-1.7,20.2
71075,2020,7,15,0.8,-2.7,0
71075,2020,7,16,1.4,-4.4,0.6
71075,2020,7,17,6.8,-7.8,0.8
71075,2020,7,18,7.3,-7,1.2
71075,2020,7,19,1.5,-0.7,1.4
71075,2020,7,20,0.6,-3.7,10.2
71075,2020,7,21,5.4,-5.2,0
71075,2020,7,22,5.9,-3.8,0
71075,2020,7,23,7.1,-6.8,0
71075,2020,7,24,5.9,-5.4,0
71075,2020,7,25,9.2,-5.1,0
71075,2020,7,26,3.1,0.1,7.6
71075,2020,7,27,2.4,1.3,24.8
71075,2020,7,28,3.5,0.7,36
71075,2020,7,29,6.5,-2.1,1.8
71075,2020,7,30,5.5,-3.3,0
71075,2020,7,31,8.8,-7.2,0
71075,2020,8,1,6.2,-4.6,0
71075,2020,8,2,11,-2.1,0
71075,2020,8,3,3.5,-3,0
71075,2020,8,4,-0.3,-0.8,9.2
71075,2020,8,5,-1.1,-6.5,10.8
71075,2020,8,6,5.9,-8.7,1
71075,2020,8,7,0,-8.8,0
71075,2020,8,8,1.2,-2.1,19.2
71075,2020,8,9,1,-0.8,49.8
71075,2020,8,10,3,-2.8,19.8
71075,2020,8,11,10.2,-5.9,0
71075,2020,8,12,3.2,-0.6,0
71075,2020,8,13,4.5,1.2,5.8
71075,2020,8,14,4.2,-1.7,2.6
71075,2020,8,15,2.5,0.2,21.4
71075,2020,8,16,2.7,0.4,3.2
71075,2020,8,17,2.7,0.4,1
71075,2020,8,18,1.6,-1.5,7.6
71075,2020,8,19,0.5,-1.2,23.2
71075,2020,8,20,-0.9,-2.8,20.8
71075,2020,8,21,-0.5,-2.9,27.2
71075,2020,8,22,-3.2,-6,30
71075,2020,8,23,-0.5,-5.5,17.2
71075,2020,8,24,2.1,-7.2,2.2
71075,2020,8,25,2.6,-11.3,0
71075,2020,8,26,2.6,-7.7,0
71075,2020,8,27,1.4,-2.7,0
71075,2020,8,28,6.6,-4.8,9.4
71075,2020,8,29,7.9,-2.6,0
71075,2020,8,30,6.1,2.7,0
71075,2020,8,31,3.8,-0.6,1.8
71075,2020,9,1,3.8,-8.1,0
71075,2020,9,2,9.6,-0.3,0
71075,2020,9,3,7.8,2.5,0.2
71075,2020,9,4,5.2,1.2,0.4
71075,2020,9,5,5.9,-1.5,0
71075,2020,9,6,9.3,-5.7,0
71075,2020,9,7,9,0.4,0
71075,2020,9,8,10.3,5.2,0
71075,2020,9,9,4.6,1.9,8.8
71075,2020,9,10,9.4,-1.9,0.2
71075,2020,9,11,11,-3.6,0
71075,2020,9,12,7.9,4.3,0
71075,2020,9,13,7,2.8,6.2
71075,2020,9,14,11.4,1.9,9.4
71075,2020,9,15,12,-2.2,0
71075,2020,9,16,10.2,2.5,0
71075,2020,9,17,14.6,5.3,0
71075,2020,9,18,11.8,2.4,0
71075,2020,9,19,13.2,4.4,1
71075,2020,9,20,10.4,6.3,2.8
71075,2020,9,21,12.9,6.1,3.6
71075,2020,9,22,5.2,1.3,20.4
71075,2020,9,23,0.7,-1.1,11.2
71075,2020,9,24,0.4,-2.6,17.2
71075,2020,9,25,0.5,-2.5,7.6
71075,2020,9,26,-1.1,-6.5,23
71075,2020,9,27,4.4,-4.6,5.4
71075,2020,9,28,7.6,-7,0
71075,2020,9,29,7.7,-5.5,0
71075,2020,9,30,5,0.8,0
71075,2021,6,1,7,-4.2,0
71075,2021,6,2,7.9,-0.1,0
71075,2021,6,3,4.5,-1,3.8
71075,2021,6,4,3.7,1,1.6
71075,2021,6,5,4.1,-9.5,3.2
71075,2021,6,6,5.3,0.2,0
71075,2021,6,7,4.4,1,0
71075,2021,6,8,2.2,0,0
71075,2021,6,9,-0.7,-5.9,11.2
71075,2021,6,10,0.4,-3.1,62.2
71075,2021,6,11,2.9,-3.2,15.4
71075,2021,6,12,2,-0.5,22.8
71075,2021,6,13,4.9,-0.4,2.2
71075,2021,6,14,6.8,0.5,0
71075,2021,6,15,5.2,-2,1
71075,2021,6,16,3.3,-2.9,0.2
71075,2021,6,17,0.4,-2.4,8.4
71075,2021,6,18,1.5,-3.8,0.6
71075,2021,6,19,0.9,-0.8,5.6
71075,2021,6,20,1.2,-2.2,0.8
71075,2021,6,21,6.5,-7.5,0
71075,2021,6,22,8.1,-7.1,0
71075,2021,6,23,4.2,-2.5,0
71075,2021,6,24,4.3,1.7,85.2
71075,2021,6,25,0.8,0.1,35.2
71075,2021,6,26,1,-1.1,23.2
71075,2021,6,27,1.7,-2.9,5.8
71075,2021,6,28,7.3,-8,0
71075,2021,6,29,6.5,-5.8,0
71075,2021,6,30,5.5,-4.7,0
71075,2021,7,1,6.3,1.1,5.4
71075,2021,7,2,2,0.2,1.8
71075,2021,7,3,-1.1,-1.6,5.8
71075,2021,7,4,-1.3,-4.7,14.4
71075,2021,7,5,1.4,-3.8,2.4
71075,2021,7,6,4.5,-9.3,0
71075,2021,7,7,6,-10,0
71075,2021,7,8,4.3,-5.2,0
71075,2021,7,9,7.4,-5.3,0
71075,2021,7,10,1,-7,0
71075,2021,7,11,4.8,-7.6,0
71075,2021,7,12,2.2,-3.4,0
71075,2021,7,13,1.4,-0.5,0
71075,2021,7,14,2.1,-1.1,1
71075,2021,7,15,2.1,-0.5,33.8
71075,2021,7,16,-0.2,-0.8,25
71075,2021,7,17,-0.2,-3.9,60.8
71075,2021,7,18,1.3,-4.3,8.6
71075,2021,7,19,-0.1,-6.2,0
71075,2021,7,20,-0.3,-2.9,6.4
71075,2021,7,21,-0.2,-5.9,13.8
71075,2021,7,22,1.7,-9.3,0
71075,2021,7,23,0.5,-4.3,0
71075,2021,7,24,-0.3,-1.5,6.4
71075,2021,7,25,0.4,-5.4,57.8
71075,2021,7,26,1.5,-5.4,24.4
71075,2021,7,27,2.8,0.1,11
71075,2021,7,28,2.2,0.3,14.8
71075,2021,7,29,-0.3,-4.1,35.2
71075,2021,7,30,3.9,-3.9,0
71075,2021,7,31,5.5,-2.9,1.2
71075,2021,8,1,3.1,1.6,20.2
71075,2021,8,2,4,-9.1,5
71075,2021,8,3,-0.7,-1.9,12
71075,2021,8,4,0.8,-4.1,21.4
71075,2021,8,5,5.5,-2.9,0.8
71075,2021,8,6,8.9,-0.6,0
71075,2021,8,7,5.1,-2.9,0
71075,2021,8,8,5.5,-2.2,0
71075,2021,8,9,4.2,-1.8,0
71075,2021,8,10,5.6,-0.2,0
71075,2021,8,11,6.5,0.4,0
71075,2021,8,12,2.1,-2.4,52.2
71075,2021,8,13,3.2,-5.1,0
71075,2021,8,14,3.6,-8.1,0
71075,2021,8,15,1.1,-2.2,0
71075,2021,8,16,1,-0.9,0
71075,2021,8,17,5.2,-3,0
71075,2021,8,18,7.6,-3.9,0
71075,2021,8,19,7.2,-1.8,0
71075,2021,8,20,4.1,-1.6,0
71075,2021,8,21,3.8,0.6,14.6
71075,2021,8,22,7.9,1.7,0
71075,2021,8,23,6.4,2.3,2.2
71075,2021,8,24,-0.3,-3.4,34.2
71075,2021,8,25,1,-6.3,3.4
71075,2021,8,26,1.6,-2.6,1.4
71075,2021,8,27,1.9,-1.2,0.4
71075,2021,8,28,4.6,-1.5,5.6
71075,2021,8,29,1.8,-1.5,2.8
71075,2021,8,30,2.7,-4,20.4
71075,2021,8,31,7.5,-0.9,0
71075,2021,9,1,10.1,0.5,0
71075,2021,9,2,12.3,2.9,0
71075,2021,9,3,10,7.3,1
71075,2021,9,4,6,3.8,48.6
71075,2021,9,5,0.8,-0.7,30
71075,2021,9,6,4.8,-3.7,1.2
71075,2021,9,7,8,-1.8,
71075,2021,9,8,8.9,0.4,0
71075,2021,9,9,5.7,2.5,0
71075,2021,9,10,8.2,3.2,0
71075,2021,9,11,10.2,3.4,0
71075,2021,9,12,2,1.7,0
71075,2021,9,13,1.6,-5.1,12.8
71075,2021,9,14,4.7,-8.9,2.8
71075,2021,9,15,6.5,-6.7,0
71075,2021,9,16,7.4,-2.6,0
71075,2021,9,17,7.7,-2.5,0
71075,2021,9,18,3.7,2.8,53.2
71075,2021,9,19,3.3,-0.9,0.6
71075,2021,9,20,0.9,-0.1,32.8
71075,2021,9,21,4.3,-6.7,45.4
71075,2021,9,22,8.7,-2.5,0
71075,2021,9,23,8.5,0.1,0
71075,2021,9,24,5.9,2.7,0
71075,2021,9,25,5,-1.7,3.2
71075,2021,9,26,6.3,-5.4,0
71075,2021,9,27,,-6.8,0
71075,2021,9,28,9,,0
71075,2021,9,29,8.2,0.4,7.2
71075,2021,9,30,7.7,3,22.6
71075,2022,6,1,0.6,-5.6,32.2
71075,2022,6,2,4.2,-5.5,1.6
71075,2022,6,3,-0.3,-4.7,0
71075,2022,6,4,0.2,-2.8,3
71075,2022,6,5,1.2,-1.7,27.2
71075,2022,6,6,-1.6,-3.7,46.6
71075,2022,6,7,-2.5,-3.4,34.2
71075,2022,6,8,-1.3,-4.3,12.8
71075,2022,6,9,-0.3,-3.6,3.8
71075,2022,6,10,0.5,-2.2,2.4
71075,2022,6,11,-0.1,-3.5,1
71075,2022,6,12,2.9,-2.5,1.8
71075,2022,6,13,5.8,-5.4,0
71075,2022,6,14,5.5,-8.4,0
71075,2022,6,15,2.7,-2.7,0
71075,2022,6,16,2.6,-2,11.2
71075,2022,6,17,5,-0.8,2.8
71075,2022,6,18,5.2,-6.3,0
71075,2022,6,19,6.6,-7.2,0
71075,2022,6,20,6.4,-4.3,0
71075,2022,6,21,1.9,-1.7,13.8
71075,2022,6,22,2.8,-2.9,20
71075,2022,6,23,3.3,-0.5,0
71075,2022,6,24,2.4,0.9,0.6
71075,2022,6,25,-0.1,-1.3,11
71075,2022,6,26,0.7,-1.1,0
71075,2022,6,27,2.5,-5.2,2.4
71075,2022,6,28,9,-7.5,0.2
71075,2022,6,29,5.6,-2.9,0
71075,2022,6,30,3.5,-0.6,1
71075,2022,7,1,0,-2.3,1.4
71075,2022,7,2,0,-2.5,4
71075,2022,7,3,0.8,-1.2,0.8
71075,2022,7,4,0.9,-2,2.2
71075,2022,7,5,1.6,-6.3,3.2
71075,2022,7,6,6.1,-5.6,0
71075,2022,7,7,6.8,-5.3,0
71075,2022,7,8,-0.4,-3,0
71075,2022,7,9,1.2,-4.4,1.6
71075,2022,7,10,1.3,-3.1,3.2
71075,2022,7,11,2.8,-9.7,0
71075,2022,7,12,1.1,-7.4,0
71075,2022,7,13,1,-6.7,0.2
71075,2022,7,14,4.9,-6.3,0
71075,2022,7,15,3.2,-7.4,0
71075,2022,7,16,0.4,-7.1,0
71075,2022,7,17,0.5,-2.6,12
71075,2022,7,18,-0.3,-5,48.8
71075,2022,7,19,-1.4,-6.4,0.6
71075,2022,7,20,1.7,-11.7,0
71075,2022,7,21,1.5,-4.9,0
71075,2022,7,22,2.6,-1.4,1.2
71075,2022,7,23,5.7,-2.3,0
71075,2022,7,24,7.5,0,0
71075,2022,7,25,6.2,-3.1,0
71075,2022,7,26,0.7,0,17.8
71075,2022,7,27,2.9,-3.5,1.8
71075,2022,7,28,1.5,-1,1.4
71075,2022,7,29,1.3,-6.7,4.8
71075,2022,7,30,2.6,-8.9,0
71075,2022,7,31,1.9,-1.8,0
71075,2022,8,1,-0.3,-1.4,53.2
71075,2022,8,2,3.9,-2.5,2.8
71075,2022,8,3,8.5,-1.2,31.4
71075,2022,8,4,6,3.5,64
71075,2022,8,5,2.3,1.1,83.4
71075,2022,8,6,0.1,-1.4,27
71075,2022,8,7,2.8,-7.7,7.6
71075,2022,8,8,2.8,-6.5,1.4
71075,2022,8,9,3.1,-8.8,0.4
71075,2022,8,10,2.2,-7,0
71075,2022,8,11,2,-0.2,0
71075,2022,8,12,3.5,-0.4,20.6
71075,2022,8,13,2.7,-4.3,0.6
71075,2022,8,14,-0.2,-1.5,13.2
71075,2022,8,15,-0.7,-2.5,46
71075,2022,8,16,3.2,-2.2,5.8
71075,2022,8,17,8.3,-5.1,0
71075,2022,8,18,3.3,0.5,0
71075,2022,8,19,1.1,-0.1,39
71075,2022,8,20,1.6,-2.5,9.2
71075,2022,8,21,4.1,-9.1,1
71075,2022,8,22,2.2,-2.8,0
71075,2022,8,23,-0.7,-3.1,49.6
71075,2022,8,24,1.6,-7.4,1
71075,2022,8,25,4,-2.2,0
71075,2022,8,26,7.9,-5.9,0
71075,2022,8,27,9.4,-6.2,0
71075,2022,8,28,6.7,-2.6,0
71075,2022,8,29,6.3,2.8,0.4
71075,2022,8,30,6.1,-0.5,14.8
71075,2022,8,31,9.3,-0.8,7
71075,2022,9,1,4.2,-2,0
71075,2022,9,2,6,-2.2,0
71075,2022,9,3,3.2,-7,0.2
71075,2022,9,4,7.9,-6.8,0
71075,2022,9,5,4.5,-4.2,0
71075,2022,9,6,4.8,-9.3,4
71075,2022,9,7,6.6,-3.2,0
71075,2022,9,8,6.7,1.8,0.4
71075,2022,9,9,3.7,2.8,3
71075,2022,9,10,5.9,1.4,9.2
71075,2022,9,11,0.6,-2.3,6.8
71075,2022,9,12,0.9,-2.8,2.2
71075,2022,9,13,4.6,-10,4.2
71075,2022,9,14,6.8,-8,0
71075,2022,9,15,6.8,0.4,0.4
71075,2022,9,16,2.8,0.1,6.2
71075,2022,9,17,0.8,-1.7,42.4
71075,2022,9,18,1.7,-1.4,50.6
71075,2022,9,19,5.8,-1.7,49
71075,2022,9,20,9.6,-6.2,0.2
71075,2022,9,21,9.6,4,0
71075,2022,9,22,8.9,2.9,1
71075,2022,9,23,9.6,3.8,0.2
71075,2022,9,24,6.1,0.5,16.8
71075,2022,9,25,8.2,0.5,3.4
71075,2022,9,26,10.3,-1.5,0
71075,2022,9,27,7.5,2.1,10
71075,2022,9,28,4,0.5,35.4
71075,2022,9,29,5,1.4,38
71075,2022,9,30,4.8,-0.5,2
71075,2023,6,1,5,3,11.4
71075,2023,6,2,5.8,1.6,0.6
71075,2023,6,3,9,3.1,2
71075,2023,6,4,8.9,-0.5,0.2
71075,2023,6,5,11.4,-1.1,0
71075,2023,6,6,7.2,3.3,0.6
71075,2023,6,7,8.9,6.1,1.8
71075,2023,6,8,6.5,5.9,19.8
71075,2023,6,9,0.7,0,50.8
71075,2023,6,10,2.6,-2.2,3.8
71075,2023,6,11,8,-5.6,0
71075,2023,6,12,4.3,-3,0
71075,2023,6,13,3.7,-0.4,0.6
71075,2023,6,14,-0.1,-1.6,37.8
71075,2023,6,15,1.8,-2.6,5.4
71075,2023,6,16,2.3,-0.2,1.6
71075,2023,6,17,1.5,-0.3,0
71075,2023,6,18,-0.7,-1.5,2.4
71075,2023,6,19,-1.1,-3.1,5
71075,2023,6,20,0.3,-8.1,20
71075,2023,6,21,7.4,-10.1,0
71075,2023,6,22,4.4,-4.2,0
71075,2023,6,23,-0.1,-1.9,16.2
71075,2023,6,24,0,-2.3,11.8
71075,2023,6,25,-0.2,-2.5,19.4
71075,2023,6,26,1.2,-2.2,41
71075,2023,6,27,0.7,-1.9,25.4
71075,2023,6,28,-0.1,-1.8,0
71075,2023,6,29,0.4,-6.2,0.2
71075,2023,6,30,1.5,-3.6,1
71075,2023,7,1,4,-1.1,0.6
71075,2023,7,2,8.9,-2.1,0
71075,2023,7,3,8.6,-3,0
71075,2023,7,4,4.3,-0.2,1
71075,2023,7,5,3.7,1.6,20.6
71075,2023,7,6,0.8,-3.2,6.2
71075,2023,7,7,0.1,-1.9,5.4
71075,2023,7,8,0.3,-2.2,14.8
71075,2023,7,9,1.6,-2.3,57.2
71075,2023,7,10,1.7,-0.6,1.2
71075,2023,7,11,3.6,-1.1,0.8
71075,2023,7,12,6.9,-4.6,0
71075,2023,7,13,6.9,2.7,0
71075,2023,7,14,3.5,-0.4,0
71075,2023,7,15,3.6,0.1,0
71075,2023,7,16,9.3,-1.1,0
71075,2023,7,17,6.8,-5.1,0
71075,2023,7,18,1.1,-1,0
71075,2023,7,19,7.1,-4.2,1.8
71075,2023,7,20,4.6,-6.8,0
71075,2023,7,21,1.6,-3,3.6
71075,2023,7,22,6.8,-5.5,0
71075,2023,7,23,4.5,-6.2,0
71075,2023,7,24,7,-7,0
71075,2023,7,25,8.9,-3.3,0
71075,2023,7,26,6.6,-3.5,0
71075,2023,7,27,4.5,-3.9,0
71075,2023,7,28,4.2,0.7,19.4
71075,2023,7,29,4.9,1.4,13.4
71075,2023,7,30,3,1.3,0
71075,2023,7,31,4,0.5,0
71075,2023,8,1,8.2,-0.6,0
71075,2023,8,2,8.7,-3.9,0
71075,2023,8,3,6,2,0
71075,2023,8,4,8.9,3.4,0
71075,2023,8,5,6.9,2.4,22.8
71075,2023,8,6,7.4,-4.2,0
71075,2023,8,7,8.2,-5.5,0
71075,2023,8,8,7.9,-6,0
71075,2023,8,9,4.3,-4.1,0
71075,2023,8,10,2.5,-0.4,4.6
71075,2023,8,11,5,-6,7.2
71075,2023,8,12,1.6,-2.4,0
71075,2023,8,13,4.4,-6,0.2
71075,2023,8,14,5.1,-1.5,0.8
71075,2023,8,15,3.6,-3.1,1.8
71075,2023,8,16,2.8,-6.1,0
71075,2023,8,17,5.9,-6.4,0
71075,2023,8,18,0.1,-1.7,12
71075,2023,8,19,6.4,-4.3,14.6
71075,2023,8,20,12.2,-2,0
71075,2023,8,21,9.1,-3.3,0
71075,2023,8,22,5.3,3.1,9.6
71075,2023,8,23,7,-0.9,11.8
71075,2023,8,24,7.6,-5.1,0
71075,2023,8,25,10.2,2.8,0
71075,2023,8,26,9.5,-3.6,0
71075,2023,8,27,7.2,-2.8,0
71075,2023,8,28,4.7,0.5,6
71075,2023,8,29,10.1,1.1,4.2
71075,2023,8,30,4.2,3,0
71075,2023,8,31,6.7,-2.2,15.4
71075,2023,9,1,7.5,-2.8,0
71075,2023,9,2,12.6,-7.1,0
71075,2023,9,3,13.1,-3.6,0
71075,2023,9,4,11.5,0.2,0
71075,2023,9,5,3.8,1.3,4.6
71075,2023,9,6,8.3,-2.4,5.8
71075,2023,9,7,11.9,0.9,0
71075,2023,9,8,-0.9,-3.2,22.2
71075,2023,9,9,0.5,-5.8,30.2
71075,2023,9,10,4.8,-3.9,2.2
71075,2023,9,11,7.2,-6,0
71075,2023,9,12,10.5,-2.4,0
71075,2023,9,13,15.6,0.3,0
71075,2023,9,14,18,2,0
71075,2023,9,15,13.2,8,0
71075,2023,9,16,11.5,6.8,0
71075,2023,9,17,15.4,6,0
71075,2023,9,18,16.5,7.3,0
71075,2023,9,19,17,7.5,0
71075,2023,9,20,8.7,6.8,0
71075,2023,9,21,7.6,-0.8,14.8
71075,2023,9,22,11.8,-7.5,
71075,2023,9,23,14.4,-4.4,
71075,2023,9,24,15.6,-2.5,0
71075,2023,9,25,12.5,3.3,0
71075,2023,9,26,13.6,1.3,0
71075,2023,9,27,14.1,4.8,0.2
71075,2023,9,28,16.5,-0.7,0
71075,2023,9,29,15.9,1.8,0
71075,2023,9,30,15.5,-0.4,0
71075,2024,6,1,5,-2.3,0
71075,2024,6,2,1.9,-3.9,0.4
71075,2024,6,3,5.4,-1.3,2.6
71075,2024,6,4,7.3,-0.4,0
71075,2024,6,5,5.7,-1.8,0
71075,2024,6,6,4.6,1.7,10.2
71075,2024,6,7,4.8,1.4,19.6
71075,2024,6,8,8.3,2.4,5.4
71075,2024,6,9,8.4,0.9,0.4
71075,2024,6,10,7.2,-2.7,0.8
71075,2024,6,11,1.8,-4.7,1
71075,2024,6,12,0.1,-0.1,96.6
71075,2024,6,13,5.9,-6,2.4
71075,2024,6,14,0.9,-5.5,0
71075,2024,6,15,1.3,-2.2,4
71075,2024,6,16,-0.3,-4.5,1.2
71075,2024,6,17,1.8,-3,0
71075,2024,6,18,2.5,-8.9,0
71075,2024,6,19,4.8,-8.7,0
71075,2024,6,20,2.7,-8.1,0
71075,2024,6,21,1.8,-6.2,0
71075,2024,6,22,1.6,-5.3,4.2
71075,2024,6,23,6.9,-6.4,0
71075,2024,6,24,5.2,-5.7,0
71075,2024,6,25,2.6,-1.4,0
71075,2024,6,26,0.8,-0.3,4.6
71075,2024,6,27,0.9,-0.8,14
71075,2024,6,28,3.1,-1.9,8.6
71075,2024,6,29,2.5,-0.7,0
71075,2024,6,30,-0.7,-2.6,54.2
71075,2024,7,1,0.3,-8.9,0.2
71075,2024,7,2,3.9,-6.9,0
71075,2024,7,3,0.6,-10.2,0
71075,2024,7,4,1.6,-4.5,2
71075,2024,7,5,8.4,-6.7,0
71075,2024,7,6,7.5,-6.8,0
71075,2024,7,7,3.8,-10.1,
71075,2024,7,8,5,-0.6,0
71075,2024,7,9,3.6,1.5,3.2
71075,2024,7,10,5.2,0,0.6
71075,2024,7,11,7.1,-3.9,0
71075,2024,7,12,4.7,-0.1,0
71075,2024,7,13,3.7,-3.7,0
71075,2024,7,14,-1.2,-4,0
71075,2024,7,15,0.4,-5.2,2.8
71075,2024,7,16,2.1,-4,17.8
71075,2024,7,17,1.8,-0.7,2.4
71075,2024,7,18,1,-5,0
71075,2024,7,19,-0.3,-5.1,0
71075,2024,7,20,0.3,-4.2,47.2
71075,2024,7,21,1.1,-3.4,19.2
71075,2024,7,22,2.1,-1.6,2.4
71075,2024,7,23,5.7,0.1,0
71075,2024,7,24,4.1,0.5,0
71075,2024,7,25,5.5,-0.4,0
71075,2024,7,26,2.9,-1.5,56
71075,2024,7,27,3.8,-4.3,0
71075,2024,7,28,-2.1,-6.1,10.4
71075,2024,7,29,0.3,-7.2,1.8
71075,2024,7,30,3.3,-7.4,0
71075,2024,7,31,5.2,-5.6,0
71075,2024,8,1,6.3,-8.4,0
71075,2024,8,2,4.8,-8.6,0
71075,2024,8,3,5,-6.3,0
71075,2024,8,4,4.5,-3.9,0
71075,2024,8,5,1.4,-5.7,0
71075,2024,8,6,2.5,-8.5,0
71075,2024,8,7,5.5,-4.2,0
71075,2024,8,8,4.3,-4.6,0
71075,2024,8,9,6.5,0.3,0
71075,2024,8,10,8.4,-4.6,0
71075,2024,8,11,10.4,-4.2,0
71075,2024,8,12,9.9,-4.3,0
71075,2024,8,13,6.3,3.1,0
71075,2024,8,14,9.5,3.7,0.6
71075,2024,8,15,10.8,-1.1,0
71075,2024,8,16,5.5,2.4,0
71075,2024,8,17,2,-0.4,15.6
71075,2024,8,18,6,-0.1,5.8
71075,2024,8,19,6.4,-4.6,0
71075,2024,8,20,8.1,-1.2,0
71075,2024,8,21,3.5,3,0.6
71075,2024,8,22,3.8,0.9,9.4
71075,2024,8,23,7.8,1.1,2.4
71075,2024,8,24,8.5,1.5,11.2
